region,trigger,name,tags,threats,skill,defense,overcome,difficulty,attack,bodytext,@mission_image
"xxREDBANK","xxWINTER","Eight Ears","Foe, xxTECHNOLOGY","##NBSP##xxTECHNOLOGY##NBSP##",xxCOMBAT,"##NBSP##xxONExxTHREE##NBSP##","xxOVERCOME","3","##NBSP##xxFLAKE##NBSP##","xxRIGHT Place lowest die from xxTECHNOLOGY pool onto card. YYY xxFLAKE Does xxBODY damage equal to total value of all dice on card or 3, whichever is higher.","..\images\obstacles\werelion.jpg"
"xxEMPIRE","xxFALL","Breakout!","Guard, xxTECHNOLOGY","##NBSP##xxESPIONAGE##NBSP##xxESPIONAGE##NBSP##",xxCOMBAT,"##NBSP##xxTWOxxTWO##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","xxRIGHT Remove all xxESPIONAGE from pool. Discard.","..\images\obstacles\dungeon_cell.jpg"

"xxEMPIRE","xxFALL","Imperial Guard Captain","Guard, Foe, xxESPIONAGE","##NBSP##xxESPIONAGE##NBSP##",xxDISGUISE,"##NBSP##xxTWOxxTWO##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","Movement from this location costs +1. YYY xxRIGHT Move to port location in xxEMPIRE.","..\images\obstacles\guard_captain.jpg"
"xxEMPIRE","xxWINTER","Encoded Plans","Spy, xxESPIONAGE","##NBSP##xxMILITARY##NBSP##xxESPIONAGE##NBSP##",xxTACTICS,"##NBSP##xxTWOxxTHREE##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHE##NBSP##","All units in this region do +1 xxBODY. YYY xxRIGHT Move to location with the most units.","..\images\obstacles\piotr_uzdowski_scroll_wisdom.jpg"
"xxREDBANK","xxFALL","Remote Influence","Spy, xxESPIONAGE","##NBSP##xxMILITARY##NBSP##",xxSURVIVAL,"##NBSP##xxTWO##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in this region take 2 xxPSYCHE.","..\images\obstacles\murder_in_the_snow_hazem.jpg"
"xxREDBANK","xxFALL","Wrath of the Autarch","Spy, xxESPIONAGE","##NBSP##xxMILITARY##NBSP##xxMILITARY##NBSP##",xxSURVIVAL,"##NBSP##xxONExxTWOxxTWO##NBSP##","xxOVERCOME","5","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in this region take 2 xxPSYCHE. YYY xxOVERCOME Lower xxESPIONAGE threat track by 3.","..\images\obstacles\autarch_ascendant.jpg"

"xxSETTLED","xxSUMMER","Looking West","Issue, xxMILITARY","##NBSP##xxDIPLOMACY##NBSP##",xxTACTICS,"##NBSP##xxTHREE##NBSP##","xxOVERCOME","2","##NBSP##xxBODYxxBODY##NBSP##","xxOVERCOME Discard one unit. YYY xxRIGHT Discard.","..\images\obstacles\warhammer_city.jpg"
"xxSETTLED","xxFALL","Catapults","Unit, xxMILITARY","##NBSP##xxMILITARY##NBSP##xxTECHNOLOGY##NBSP##",xxTACTICS,"##NBSP##xxONExxTHREE##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","If at xxREDBANK location, counts for 2 xxMILITARY threats. YYY xxRIGHT Move to xxMILITARY location in xxREDBANK. All characters at this location take 2 xxBODY.","..\images\obstacles\yuolden_medieval_catapult.jpg"
"xxEMPIRE","xxSPRING","Catapults","Unit, xxMILITARY","##NBSP##xxMILITARY##NBSP##xxTECHNOLOGY##NBSP##",xxTACTICS,"##NBSP##xxONExxTHREE##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODYxxBODYxxBODY##NBSP##","If at xxREDBANK location, counts for 2 xxMILITARY threats. YYY xxRIGHT Move to xxMILITARY location in xxREDBANK. All characters at this location take 2 xxBODY.","..\images\obstacles\yuolden_medieval_catapult.jpg"
"xxSETTLED","xxFALL","Battle Plans","Issue, xxMILITARY","##NBSP##xxMILITARY##NBSP##",xxTACTICS,"##NBSP##xxTHREE##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODY##NBSP##","All xxMILITARY obstacles need an additional xxONE to xxOVERCOME. YYY xxRIGHT Discard.","..\images\obstacles\battle_plans_becky_hall.jpg"
"xxEMPIRE","xxWINTER","Nalah","Diplomat, xxMILITARY","##NBSP##xxDIPLOMACY##NBSP##xxDIPLOMACY##NBSP##",xxCOMMAND,"##NBSP##xxFOURxxFIVE##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHE##NBSP##","All units in this region do +1 xxBODY. YYY xxRIGHT Remove lowest xxDIPLOMACY die from pool.","..\images\obstacles\nalah_color.jpg"

"xxSETTLED","xxSPRING","Tradition, or Reform?","Issue, xxDIPLOMACY","##NBSP##xxSTABILITY##NBSP##",xxCOMMAND,"##NBSP##xxFIVExxFIVE##NBSP##","xxOVERCOME","2","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT One character in this region takes 1 xxPSYCHE.","..\images\obstacles\noble.jpg"
"xxREDBANK","xxSUMMER","Rousing Speech","Resistance, xxDIPLOMACY","##NBSP##xxDIPLOMACY##NBSP##",xxCOMMAND,"##NBSP##xxFIVExxFIVE##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxOVERCOME Discard any xxSTABILITY obstacle. YYY xxRIGHT All characters in this region take 1 xxPSYCHE. Discard.","..\images\obstacles\rousing_speech_nicholaskay.jpg"
"xxSETTLED","xxFALL","Appease the Old Ones","Issue, xxDIPLOMACY","##NBSP##xxSTABILITY##NBSP##",xxRAPPORT,"##NBSP##xxTHREE##NBSP##","xxOVERCOME","3","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Remove all xxSTABILITY asset dice from any location. Discard.","..\images\obstacles\egil-thompson-achelous.jpg"
"xxEMPIRE","xxWINTER","The Subtect","Diplomat, xxDIPLOMACY","##NBSP##xxDIPLOMACY##NBSP##",xxDISGUISE,"##NBSP##xxFOURxxFIVE##NBSP##","xxOVERCOME","4","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Move to xxEMPIRE or xxSETTLED location with the most asset dice. Remove all asset dice from location.","..\images\obstacles\thelonious_color.jpg"
"xxSETTLED","xxFALL","Sapphire Djinn","Issue, xxDIPLOMACY","##NBSP##xxSTABILITY##NBSP##xxSTABILITY##NBSP##",xxRAPPORT,"##NBSP##xxTHREExxFOURxxFIVE##NBSP##","xxOVERCOME","5","##NBSP##xxPSYCHExxPSYCHE##NBSP##","xxRIGHT Remove all xxSTABILITY asset dice from any location. YYY xxOVERCOME Lower xxDIPLOMACY threat track by 3.","..\images\obstacles\lily-abdullina-adar.jpg"

"xxREDBANK","xxSPRING","Eldritch Signs","Eldritch, xxSORCERY","##NBSP##xxSTABILITY##NBSP##",xxSURVIVAL,"##NBSP##xxONExxSIX##NBSP##","xxOVERCOME","2","##NBSP##xxBODYxxBODY##NBSP##","A character moving into this location takes 1 xxBODY.","..\images\obstacles\dungeon_mouth.jpg"
"xxSETTLED","xxSPRING","The Weaver","Foe, xxSORCERY","##NBSP##xxDIPLOMACY##NBSP##",xxCOMBAT,"##NBSP##xxFIVExxSIX##NBSP##","xxOVERCOME","3","##NBSP##xxBODYxxBODY##NBSP##","xxRIGHT Move to xxREDBANK or xxSETTLED location with lowest xxSORCERY character. All characters at this location take 3xxPSYCHE.","..\images\obstacles\the_weaver_lazauski.jpg"
"xxREDBANK","xxSUMMER","Animaelic Echoes","Eldritch, xxSORCERY","##NBSP##xxSORCERY##NBSP##xxSTABILITY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in this region take 2 xxPSYCHE for each xxSIX in xxSORCERY pool.","..\images\obstacles\fantasy_storm.jpg"
"xxREDBANK","xxSUMMER","Animaelic Echoes","Eldritch, xxSORCERY","##NBSP##xxSORCERY##NBSP##xxSTABILITY##NBSP##",xxLORE,"##NBSP##xxSIX##NBSP##","xxOVERCOME","4","##NBSP##xxBODYxxBODYxxBODY##NBSP##","xxRIGHT All characters in this region take 2 xxPSYCHE for each xxSIX in xxSORCERY pool.","..\images\obstacles\fantasy_storm.jpg"
"xxSETTLED","xxFALL","Drauga","Foe, xxSORCERY","##NBSP##xxSORCERY##NBSP##xxMILITARY##NBSP##",xxCOMBAT,"##NBSP##xxTHREExxFIVExxSIX##NBSP##","xxOVERCOME","5","##NBSP##xxBODYxxBODY##NBSP##","May not overcome any diplomats while Drauga is in play.","..\images\obstacles\andrew-collins-desert-dragon-v7.jpg"
