"Sowing Rebellion","Encounter","xxTIMERxxFORCEFUL","Graycloak","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Current Mission Location.","xxACTION (Test Disguise 1). If you pass, discard."	
"Sowing Rebellion","Encounter","xxTIMERxxFIRE","Graycloak Captain","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Dowling Farm","xxACTION (Test Disguise 2). Discard guard captain and all other guards at this location."
"Sowing Rebellion","Encounter","xxTIMERxxFIRE","Plans for Gravewood","Event",,,,,"Gain 1 xxFORTUNE."
"Sowing Rebellion","Encounter","xxTIMERxxFIRE","Arms for Butter","Event",,,,,"You may spend 6 xxFOOD to gain one xxSECRETS."
"Sowing Rebellion","Encounter","xxTIMERxxAIR","Dead Drop","Attachment",,,,"xxFORCEFUL","Placement: The Salty Freetrader","xxACTION Gain two xxDISCORD and gain one xxSECRETS.","xxFORCEFUL If there is a guard at this location, any characters also at this location are wounded."
"Sowing Rebellion","Encounter","xxDISCORDxxAIR","Graycloak","Obstacle: Guard",,"2 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Current Mission Location.","xxACTION (Test Disguise 1). If you pass, discard."
"Sowing Rebellion","Encounter","xxPROGRESSxxAIR","Tatiana's Grace","Event",,,,,"Gain 1 xxFORTUNE."
"Sowing Rebellion","Encounter","xxDISCORDxxFIRE","Mole Hunt","Event",,,,,"Gain 1 xxFORTUNE."
"Sowing Rebellion","Encounter","xxPROGRESSxxQUICK","Soft Click","Event",,,,,"(Test Thievery 1) If you pass, gain one xxLUXURY. If you fail, one character making the test is weary."
"Sowing Rebellion","Encounter","xxPROGRESSxxFIRE","Guardhouse","Event",,,,,"(Test Thievery 2) If you pass, gain two xxFORTUNE. If you fail, gain two xxDISCORD."
"Sowing Rebellion","Encounter","xxTHREATxxAIR","Hedge Magician","Event",,,,,"(Test Disguise 1) If you pass, gain one xxMANA. If you fail, one character making the test is angry."
"Sowing Rebellion","Encounter","xxPROGRESSxxQUICK","Meet and Greet","Event",,,,,"(Test Disguise 2) If you pass, gain two xxFORTUNE. If you fail, gain one xxDISCORD."
"Sowing Rebellion","Encounter","xxPROGRESSxxMOON","Quick Hands","Event",,,,,"Optional (Test Thievery 2). If you pass, gain two xxSECRETS. If you fail, one character making the test is shattered."
"Sowing Rebellion","Encounter","xxDISCORDxxQUICK","Sabotaged Cataphracts","Event",,,,,"(Test Tactics 1). If you pass, you may discard any one threat in play. If you fail, gain one xxDISCORD."
"Sowing Rebellion","Encounter","xxAPOTHEOSISxxAIR","Friendly Fascism","Event",,,,,"(Test Rapport 1). If you pass, gain 1 xxFORTUNE. If you fail, gain one xxDISCORD."

"Tragedy and Conspiracy","Inital","xxSTARTING","Weaver of Secrets","Obstacle: Foe","How much destruction can be caused by one motivated person? Countless amounts.","2 xxPROGRESS 2 xxDISCORD / xxPSYCHE",,"xxMOON","Placement: House of Cloves","xxMOON Take one xxAPOTHEOSIS.","xxACTION Test Lore 5. On success, discard."
"Tragedy and Conspiracy","Inital","xxSTARTING","Autarch Spies","Obstacle: Foe","Thea no longer represents our true interests! Glory to Red Bank!","3 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Graywash Spring","xxACTION Test Combat 3. On success, discard."

"Tragedy and Conspiracy","Encounter","xxTIMERxxSUN","Conspiracy Spreads","Obstacle: Issue","Nepotian saw Oniri fell that poor boy low. Why isn't anyone allowed to talk about it?","2 xxPROGRESS 2 xxDISCORD / xxPSYCHE",,,"Placement: Current mission path.","xxACTION Test Rapport 3. On success, discard."
"Tragedy and Conspiracy","Encounter","xxTIMERxxSUN","Autarch Spies","Obstacle: Foe","Thea no longer represents our true interests! Glory to Red Bank!","3 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Graywash Spring","xxACTION Test Combat 3. On success, discard."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFORCEFUL","Conspiracy Spreads","Obstacle: Issue","Was it under Thea's orders to make us hate the Empire more?","2 xxPROGRESS 2 xxDISCORD / xxPSYCHE",,,"Placement: Current mission path.","xxACTION Test Rapport 3. On success, discard."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFORCEFUL","Autarch Spies","Obstacle: Foe","Thea no longer represents our true interests! Glory to Red Bank!","3 xxPROGRESS 1 xxDISCORD / xxPSYCHE",,,"Placement: Graywash Spring","xxACTION Test Combat 3. On success, discard."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFORCEFUL","Violent Locals","Obstacle: Foe","Text.","1 xxPROGRESS 1 xxDISCORD / xxBODY",,,"Placement: Current mission path.","xxACTION Test Survival 3."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFORCEFUL","Unalive and Alone","Event",,"2 xxPROGRESS 2 xxDISCORD / xxPSYCHE",,,"Placement: Current mission path.","xxACTION Test Survival 3."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFIRE","Conspiracy Spreads","Obstacle: Issue","Text.","2 xxPROGRESS 2 xxDISCORD / xxPSYCHE",,,"Placement: Current mission path.","xxACTION Test Rapport 3. On success, discard."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFIRE","Violent Locals","Obstacle: Foe","Text.","1 xxPROGRESS 1 xxDISCORD / xxBODY",,,"Placement: Current mission path.","xxACTION Test Survival 3."
"Tragedy and Conspiracy","Encounter","xxTIMERxxFIRE","A Father's Vengeance","Security / Freedom?"
"Tragedy and Conspiracy","Encounter","xxTIMERxxAIR","Second Burial","Fortune?"
"Tragedy and Conspiracy","Encounter","xxDISCORDxxAIR","Title","Event",,,,"Test Lore 3, "
"Tragedy and Conspiracy","Encounter","xxPROGRESSxxAIR","Title","Event",,,,"Test Command 3"
"Tragedy and Conspiracy","Encounter","xxDISCORDxxFIRE","Title","Event",,,,"Test Rapport 4"
"Tragedy and Conspiracy","Encounter","xxPROGRESSxxQUICK","Title","Event",,,,"Test Combat 3"
"Tragedy and Conspiracy","Encounter","xxPROGRESSxxFIRE","Title","Event",,,,"Test Rapport 4"
"Tragedy and Conspiracy","Encounter","xxTHREATxxAIR","Title","Event",,,,"Security / Freedom"
"Tragedy and Conspiracy","Encounter","xxPROGRESSxxQUICK","Title","Event",,,,"Threats"
"Tragedy and Conspiracy","Encounter","xxPROGRESSxxMOON","Title","Event",,,,"Technology"
"Tragedy and Conspiracy","Encounter","xxDISCORDxxQUICK","Title","Event",,,,"Fortune?"
"Tragedy and Conspiracy","Encounter","xxAPOTHEOSISxxAIR","Title","Event",,,,"Fortune?"

"Whispers at Lily Manor","Initial","xxSTARTING","Viator"
"Whispers at Lily Manor","Initial","xxSTARTING",

"Whispers at Lily Manor","Encounter","xxTIMERxxSUN","Wine Harvest","Event"
"Whispers at Lily Manor","Encounter","xxTIMERxxSUN"
"Whispers at Lily Manor","Encounter","xxTIMERxxFORCEFUL"
"Whispers at Lily Manor","Encounter","xxTIMERxxFORCEFUL"
"Whispers at Lily Manor","Encounter","xxTIMERxxFORCEFUL"
"Whispers at Lily Manor","Encounter","xxTIMERxxFORCEFUL"
"Whispers at Lily Manor","Encounter","xxTIMERxxFIRE"
"Whispers at Lily Manor","Encounter","xxTIMERxxFIRE"
"Whispers at Lily Manor","Encounter","xxTIMERxxFIRE"
"Whispers at Lily Manor","Encounter","xxTIMERxxAIR"
"Whispers at Lily Manor","Encounter","xxDISCORDxxAIR"
"Whispers at Lily Manor","Encounter","xxPROGRESSxxAIR"
"Whispers at Lily Manor","Encounter","xxDISCORDxxFIRE"
"Whispers at Lily Manor","Encounter","xxPROGRESSxxQUICK"
"Whispers at Lily Manor","Encounter","xxPROGRESSxxFIRE"
"Whispers at Lily Manor","Encounter","xxTHREATxxAIR"
"Whispers at Lily Manor","Encounter","xxPROGRESSxxQUICK"
"Whispers at Lily Manor","Encounter","xxPROGRESSxxMOON"
"Whispers at Lily Manor","Encounter","xxDISCORDxxQUICK"
"Whispers at Lily Manor","Encounter","xxAPOTHEOSISxxAIR"
